province,district,palika,sex,breakdown,sector,value
SUDURPASCHIM,Bajura,Tribeni Municipality,,3 Children,30 - 34,197.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,3 Children,35 - 39,124.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,3 Children,40 - 44,128.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,3 Children,45 - 49,72.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,4 Children,Total ever married female,505.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,4 Children,15 - 19,0.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,4 Children,20 - 24,10.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,4 Children,25 - 29,55.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,4 Children,30 - 34,111.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,4 Children,35 - 39,132.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,4 Children,40 - 44,115.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,4 Children,45 - 49,82.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,5 Children,Total ever married female,318.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,5 Children,15 - 19,0.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,5 Children,20 - 24,3.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,5 Children,25 - 29,9.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,5 Children,30 - 34,42.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,5 Children,35 - 39,76.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,5 Children,40 - 44,101.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,5 Children,45 - 49,87.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,6 Children,Total ever married female,122.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,6 Children,15 - 19,0.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,6 Children,20 - 24,0.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,6 Children,25 - 29,1.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,6 Children,30 - 34,10.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,6 Children,35 - 39,24.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,6 Children,40 - 44,42.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,6 Children,45 - 49,45.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,7 Children,Total ever married female,49.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,7 Children,15 - 19,0.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,7 Children,20 - 24,0.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,7 Children,25 - 29,2.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,7 Children,30 - 34,5.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,7 Children,35 - 39,9.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,7 Children,40 - 44,11.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,7 Children,45 - 49,22.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,8 Children,Total ever married female,18.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,8 Children,15 - 19,0.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,8 Children,20 - 24,0.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,8 Children,25 - 29,0.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,8 Children,30 - 34,0.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,8 Children,35 - 39,4.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,8 Children,40 - 44,8.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,8 Children,45 - 49,6.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,9 & More Children,Total ever married female,9.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,9 & More Children,15 - 19,0.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,9 & More Children,20 - 24,0.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,9 & More Children,25 - 29,0.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,9 & More Children,30 - 34,0.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,9 & More Children,35 - 39,2.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,9 & More Children,40 - 44,0.0
SUDURPASCHIM,Bajura,Tribeni Municipality,,9 & More Children,45 - 49,7.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,Total,Total ever married female,11.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,Total,15 - 19,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,Total,20 - 24,2.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,Total,25 - 29,7.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,Total,30 - 34,1.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,Total,35 - 39,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,Total,40 - 44,1.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,Total,45 - 49,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,No Children,Total ever married female,8.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,No Children,15 - 19,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,No Children,20 - 24,2.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,No Children,25 - 29,5.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,No Children,30 - 34,1.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,No Children,35 - 39,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,No Children,40 - 44,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,No Children,45 - 49,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,1 Child,Total ever married female,3.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,1 Child,15 - 19,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,1 Child,20 - 24,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,1 Child,25 - 29,2.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,1 Child,30 - 34,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,1 Child,35 - 39,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,1 Child,40 - 44,1.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,1 Child,45 - 49,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,2 Children,Total ever married female,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,2 Children,15 - 19,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,2 Children,20 - 24,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,2 Children,25 - 29,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,2 Children,30 - 34,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,2 Children,35 - 39,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,2 Children,40 - 44,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,2 Children,45 - 49,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,3 Children,Total ever married female,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,3 Children,15 - 19,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,3 Children,20 - 24,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,3 Children,25 - 29,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,3 Children,30 - 34,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,3 Children,35 - 39,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,3 Children,40 - 44,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,3 Children,45 - 49,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,4 Children,Total ever married female,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,4 Children,15 - 19,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,4 Children,20 - 24,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,4 Children,25 - 29,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,4 Children,30 - 34,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,4 Children,35 - 39,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,4 Children,40 - 44,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,4 Children,45 - 49,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,5 Children,Total ever married female,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,5 Children,15 - 19,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,5 Children,20 - 24,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,5 Children,25 - 29,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,5 Children,30 - 34,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,5 Children,35 - 39,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,5 Children,40 - 44,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,5 Children,45 - 49,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,6 Children,Total ever married female,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,6 Children,15 - 19,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,6 Children,20 - 24,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,6 Children,25 - 29,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,6 Children,30 - 34,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,6 Children,35 - 39,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,6 Children,40 - 44,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,6 Children,45 - 49,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,7 Children,Total ever married female,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,7 Children,15 - 19,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,7 Children,20 - 24,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,7 Children,25 - 29,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,7 Children,30 - 34,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,7 Children,35 - 39,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,7 Children,40 - 44,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,7 Children,45 - 49,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,8 Children,Total ever married female,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,8 Children,15 - 19,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,8 Children,20 - 24,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,8 Children,25 - 29,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,8 Children,30 - 34,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,8 Children,35 - 39,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,8 Children,40 - 44,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,8 Children,45 - 49,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,9 & More Children,Total ever married female,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,9 & More Children,15 - 19,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,9 & More Children,20 - 24,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,9 & More Children,25 - 29,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,9 & More Children,30 - 34,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,9 & More Children,35 - 39,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,9 & More Children,40 - 44,0.0
SUDURPASCHIM,Bajura,INSTITUTIONAL,,9 & More Children,45 - 49,0.0
SUDURPASCHIM,Bajhang,,,Total,Total ever married female,36390.0
SUDURPASCHIM,Bajhang,,,Total,15 - 19,2119.0
SUDURPASCHIM,Bajhang,,,Total,20 - 24,7063.0
SUDURPASCHIM,Bajhang,,,Total,25 - 29,6113.0
SUDURPASCHIM,Bajhang,,,Total,30 - 34,5690.0
SUDURPASCHIM,Bajhang,,,Total,35 - 39,5737.0
SUDURPASCHIM,Bajhang,,,Total,40 - 44,5347.0
SUDURPASCHIM,Bajhang,,,Total,45 - 49,4321.0
SUDURPASCHIM,Bajhang,,,No Children,Total ever married female,3943.0
SUDURPASCHIM,Bajhang,,,No Children,15 - 19,1218.0
SUDURPASCHIM,Bajhang,,,No Children,20 - 24,1519.0
SUDURPASCHIM,Bajhang,,,No Children,25 - 29,407.0
SUDURPASCHIM,Bajhang,,,No Children,30 - 34,185.0
SUDURPASCHIM,Bajhang,,,No Children,35 - 39,176.0
SUDURPASCHIM,Bajhang,,,No Children,40 - 44,192.0
SUDURPASCHIM,Bajhang,,,No Children,45 - 49,246.0
SUDURPASCHIM,Bajhang,,,1 Child,Total ever married female,5573.0
SUDURPASCHIM,Bajhang,,,1 Child,15 - 19,770.0
SUDURPASCHIM,Bajhang,,,1 Child,20 - 24,2863.0
SUDURPASCHIM,Bajhang,,,1 Child,25 - 29,1015.0
SUDURPASCHIM,Bajhang,,,1 Child,30 - 34,335.0
SUDURPASCHIM,Bajhang,,,1 Child,35 - 39,222.0
SUDURPASCHIM,Bajhang,,,1 Child,40 - 44,180.0
SUDURPASCHIM,Bajhang,,,1 Child,45 - 49,188.0
SUDURPASCHIM,Bajhang,,,2 Children,Total ever married female,8354.0
SUDURPASCHIM,Bajhang,,,2 Children,15 - 19,114.0
SUDURPASCHIM,Bajhang,,,2 Children,20 - 24,2055.0
SUDURPASCHIM,Bajhang,,,2 Children,25 - 29,2449.0
SUDURPASCHIM,Bajhang,,,2 Children,30 - 34,1534.0
SUDURPASCHIM,Bajhang,,,2 Children,35 - 39,1037.0
SUDURPASCHIM,Bajhang,,,2 Children,40 - 44,677.0
SUDURPASCHIM,Bajhang,,,2 Children,45 - 49,488.0
SUDURPASCHIM,Bajhang,,,3 Children,Total ever married female,7709.0
SUDURPASCHIM,Bajhang,,,3 Children,15 - 19,16.0
SUDURPASCHIM,Bajhang,,,3 Children,20 - 24,514.0
SUDURPASCHIM,Bajhang,,,3 Children,25 - 29,1473.0
SUDURPASCHIM,Bajhang,,,3 Children,30 - 34,1824.0
SUDURPASCHIM,Bajhang,,,3 Children,35 - 39,1674.0
SUDURPASCHIM,Bajhang,,,3 Children,40 - 44,1342.0
SUDURPASCHIM,Bajhang,,,3 Children,45 - 49,866.0
SUDURPASCHIM,Bajhang,,,4 Children,Total ever married female,5473.0
SUDURPASCHIM,Bajhang,,,4 Children,15 - 19,1.0
SUDURPASCHIM,Bajhang,,,4 Children,20 - 24,95.0
SUDURPASCHIM,Bajhang,,,4 Children,25 - 29,570.0
SUDURPASCHIM,Bajhang,,,4 Children,30 - 34,1139.0
SUDURPASCHIM,Bajhang,,,4 Children,35 - 39,1402.0
SUDURPASCHIM,Bajhang,,,4 Children,40 - 44,1309.0
SUDURPASCHIM,Bajhang,,,4 Children,45 - 49,957.0
SUDURPASCHIM,Bajhang,,,5 Children,Total ever married female,2959.0
SUDURPASCHIM,Bajhang,,,5 Children,15 - 19,0.0
SUDURPASCHIM,Bajhang,,,5 Children,20 - 24,16.0
SUDURPASCHIM,Bajhang,,,5 Children,25 - 29,157.0
SUDURPASCHIM,Bajhang,,,5 Children,30 - 34,450.0
SUDURPASCHIM,Bajhang,,,5 Children,35 - 39,754.0
SUDURPASCHIM,Bajhang,,,5 Children,40 - 44,871.0
SUDURPASCHIM,Bajhang,,,5 Children,45 - 49,711.0
SUDURPASCHIM,Bajhang,,,6 Children,Total ever married female,1416.0
SUDURPASCHIM,Bajhang,,,6 Children,15 - 19,0.0
SUDURPASCHIM,Bajhang,,,6 Children,20 - 24,1.0
SUDURPASCHIM,Bajhang,,,6 Children,25 - 29,33.0
SUDURPASCHIM,Bajhang,,,6 Children,30 - 34,175.0
SUDURPASCHIM,Bajhang,,,6 Children,35 - 39,296.0
SUDURPASCHIM,Bajhang,,,6 Children,40 - 44,454.0
SUDURPASCHIM,Bajhang,,,6 Children,45 - 49,457.0
SUDURPASCHIM,Bajhang,,,7 Children,Total ever married female,586.0
SUDURPASCHIM,Bajhang,,,7 Children,15 - 19,0.0
SUDURPASCHIM,Bajhang,,,7 Children,20 - 24,0.0
SUDURPASCHIM,Bajhang,,,7 Children,25 - 29,9.0
SUDURPASCHIM,Bajhang,,,7 Children,30 - 34,34.0
SUDURPASCHIM,Bajhang,,,7 Children,35 - 39,110.0
SUDURPASCHIM,Bajhang,,,7 Children,40 - 44,185.0
SUDURPASCHIM,Bajhang,,,7 Children,45 - 49,248.0
SUDURPASCHIM,Bajhang,,,8 Children,Total ever married female,250.0
SUDURPASCHIM,Bajhang,,,8 Children,15 - 19,0.0
SUDURPASCHIM,Bajhang,,,8 Children,20 - 24,0.0
SUDURPASCHIM,Bajhang,,,8 Children,25 - 29,0.0
SUDURPASCHIM,Bajhang,,,8 Children,30 - 34,12.0
SUDURPASCHIM,Bajhang,,,8 Children,35 - 39,51.0
SUDURPASCHIM,Bajhang,,,8 Children,40 - 44,90.0
SUDURPASCHIM,Bajhang,,,8 Children,45 - 49,97.0
SUDURPASCHIM,Bajhang,,,9 & More Children,Total ever married female,127.0
SUDURPASCHIM,Bajhang,,,9 & More Children,15 - 19,0.0
SUDURPASCHIM,Bajhang,,,9 & More Children,20 - 24,0.0
SUDURPASCHIM,Bajhang,,,9 & More Children,25 - 29,0.0
SUDURPASCHIM,Bajhang,,,9 & More Children,30 - 34,2.0
SUDURPASCHIM,Bajhang,,,9 & More Children,35 - 39,15.0
SUDURPASCHIM,Bajhang,,,9 & More Children,40 - 44,47.0
SUDURPASCHIM,Bajhang,,,9 & More Children,45 - 49,63.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,Total,Total ever married female,450.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,Total,15 - 19,40.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,Total,20 - 24,108.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,Total,25 - 29,68.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,Total,30 - 34,63.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,Total,35 - 39,70.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,Total,40 - 44,52.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,Total,45 - 49,49.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,No Children,Total ever married female,55.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,No Children,15 - 19,22.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,No Children,20 - 24,23.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,No Children,25 - 29,4.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,No Children,30 - 34,1.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,No Children,35 - 39,1.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,No Children,40 - 44,1.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,No Children,45 - 49,3.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,1 Child,Total ever married female,71.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,1 Child,15 - 19,12.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,1 Child,20 - 24,42.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,1 Child,25 - 29,10.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,1 Child,30 - 34,2.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,1 Child,35 - 39,3.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,1 Child,40 - 44,0.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,1 Child,45 - 49,2.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,2 Children,Total ever married female,63.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,2 Children,15 - 19,6.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,2 Children,20 - 24,27.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,2 Children,25 - 29,20.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,2 Children,30 - 34,5.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,2 Children,35 - 39,5.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,2 Children,40 - 44,0.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,2 Children,45 - 49,0.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,3 Children,Total ever married female,60.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,3 Children,15 - 19,0.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,3 Children,20 - 24,14.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,3 Children,25 - 29,15.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,3 Children,30 - 34,15.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,3 Children,35 - 39,8.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,3 Children,40 - 44,5.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,3 Children,45 - 49,3.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,4 Children,Total ever married female,63.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,4 Children,15 - 19,0.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,4 Children,20 - 24,2.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,4 Children,25 - 29,10.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,4 Children,30 - 34,17.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,4 Children,35 - 39,16.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,4 Children,40 - 44,9.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,4 Children,45 - 49,9.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,5 Children,Total ever married female,53.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,5 Children,15 - 19,0.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,5 Children,20 - 24,0.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,5 Children,25 - 29,7.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,5 Children,30 - 34,14.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,5 Children,35 - 39,16.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,5 Children,40 - 44,10.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,5 Children,45 - 49,6.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,6 Children,Total ever married female,32.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,6 Children,15 - 19,0.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,6 Children,20 - 24,0.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,6 Children,25 - 29,0.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,6 Children,30 - 34,8.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,6 Children,35 - 39,9.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,6 Children,40 - 44,11.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,6 Children,45 - 49,4.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,7 Children,Total ever married female,22.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,7 Children,15 - 19,0.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,7 Children,20 - 24,0.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,7 Children,25 - 29,2.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,7 Children,30 - 34,1.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,7 Children,35 - 39,8.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,7 Children,40 - 44,3.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,7 Children,45 - 49,8.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,8 Children,Total ever married female,13.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,8 Children,15 - 19,0.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,8 Children,20 - 24,0.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,8 Children,25 - 29,0.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,8 Children,30 - 34,0.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,8 Children,35 - 39,3.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,8 Children,40 - 44,5.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,8 Children,45 - 49,5.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,9 & More Children,Total ever married female,18.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,9 & More Children,15 - 19,0.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,9 & More Children,20 - 24,0.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,9 & More Children,25 - 29,0.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,9 & More Children,30 - 34,0.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,9 & More Children,35 - 39,1.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,9 & More Children,40 - 44,8.0
SUDURPASCHIM,Bajhang,Saipal Gaunpalika,,9 & More Children,45 - 49,9.0
SUDURPASCHIM,Bajhang,Bungal Municipality,,Total,Total ever married female,6858.0
SUDURPASCHIM,Bajhang,Bungal Municipality,,Total,15 - 19,464.0
SUDURPASCHIM,Bajhang,Bungal Municipality,,Total,20 - 24,1390.0
SUDURPASCHIM,Bajhang,Bungal Municipality,,Total,25 - 29,1231.0
SUDURPASCHIM,Bajhang,Bungal Municipality,,Total,30 - 34,1043.0
SUDURPASCHIM,Bajhang,Bungal Municipality,,Total,35 - 39,1047.0
SUDURPASCHIM,Bajhang,Bungal Municipality,,Total,40 - 44,924.0
SUDURPASCHIM,Bajhang,Bungal Municipality,,Total,45 - 49,759.0
SUDURPASCHIM,Bajhang,Bungal Municipality,,No Children,Total ever married female,703.0
SUDURPASCHIM,Bajhang,Bungal Municipality,,No Children,15 - 19,253.0
SUDURPASCHIM,Bajhang,Bungal Municipality,,No Children,20 - 24,278.0
SUDURPASCHIM,Bajhang,Bungal Municipality,,No Children,25 - 29,57.0
SUDURPASCHIM,Bajhang,Bungal Municipality,,No Children,30 - 34,31.0
SUDURPASCHIM,Bajhang,Bungal Municipality,,No Children,35 - 39,23.0
SUDURPASCHIM,Bajhang,Bungal Municipality,,No Children,40 - 44,28.0
SUDURPASCHIM,Bajhang,Bungal Municipality,,No Children,45 - 49,33.0
SUDURPASCHIM,Bajhang,Bungal Municipality,,1 Child,Total ever married female,1048.0
SUDURPASCHIM,Bajhang,Bungal Municipality,,1 Child,15 - 19,184.0
SUDURPASCHIM,Bajhang,Bungal Municipality,,1 Child,20 - 24,539.0
SUDURPASCHIM,Bajhang,Bungal Municipality,,1 Child,25 - 29,171.0
SUDURPASCHIM,Bajhang,Bungal Municipality,,1 Child,30 - 34,53.0
SUDURPASCHIM,Bajhang,Bungal Municipality,,1 Child,35 - 39,49.0
SUDURPASCHIM,Bajhang,Bungal Municipality,,1 Child,40 - 44,24.0
SUDURPASCHIM,Bajhang,Bungal Municipality,,1 Child,45 - 49,28.0
